Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,1.0,0.0,0.9904761904761905,0.9827985444922263,inf,6046,0
race,African-American,,0.0,1.0,0.9783599088838268,inf,6146,1
race,African-American,0.0,0.00016661112962345885,1.0,0.9807158032358229,117.0,6119,2
race,African-American,1.0,0.0,0.9910714285714286,0.981770405649532,inf,6089,3
race,African-American,0.0,0.00016597510373443983,1.0,0.9799902391410444,122.0,6147,4
race,Caucasian,0.0,3.5780735651925e-05,1.0,0.9814918873358152,526.0,28474,0
race,Caucasian,,0.0,1.0,0.9811859211499842,inf,28383,1
race,Caucasian,0.0,7.164863509350147e-05,1.0,0.9818834206915961,256.5,28427,2
race,Caucasian,0.0,3.587958810232859e-05,1.0,0.981268924723611,531.0,28402,3
race,Caucasian,0.0,7.172057663343613e-05,1.0,0.9820730461733526,253.5,28393,4
race,Other,,0.0,1.0,0.9987080103359173,inf,774,0
race,Other,,0.0,1.0,0.9960732984293194,inf,764,1
race,Other,,0.0,1.0,0.9959839357429718,inf,747,2
race,Other,0.0,0.0012468827930174563,,0.9987531172069826,0.0,802,3
race,Other,,0.0,1.0,0.9880478087649402,inf,753,4
sex,female,,0.0,1.0,0.9875753361149745,inf,10785,0
sex,female,,0.0,1.0,0.9857156022486406,inf,10851,1
sex,female,,0.0,1.0,0.9857209086694483,inf,10785,2
sex,female,,0.0,1.0,0.9884155455904334,inf,10704,3
sex,female,,0.0,1.0,0.9862761352123054,inf,10857,4
sex,male,0.5,4.164757819332806e-05,0.9979919678714859,0.9796809335346199,497.0,24509,0
sex,male,,0.0,1.0,0.9789297111529335,inf,24442,1
sex,male,0.0,0.0001248491406217487,1.0,0.9803329525053044,159.66666666666666,24508,2
sex,male,0.3333333333333333,8.309098462816784e-05,0.9980732177263969,0.9788523323437309,259.0,24589,3
sex,male,0.0,0.00012527665260784232,1.0,0.9798657718120806,163.0,24436,4
