Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9804861914999173,inf,6047,0
race,African-American,,0.0,1.0,0.9806107610276297,inf,6189,1
race,African-American,,0.0,1.0,0.981208488579297,inf,6173,2
race,African-American,,0.0,1.0,0.9830229108290753,inf,6067,3
race,African-American,,0.0,1.0,0.9782572887497941,inf,6071,4
race,Caucasian,,0.0,1.0,0.9820256275232578,inf,28485,0
race,Caucasian,,0.0,1.0,0.9809889954853274,inf,28352,1
race,Caucasian,,0.0,1.0,0.9812272839549737,inf,28339,2
race,Caucasian,,0.0,1.0,0.9808944090637205,inf,28421,3
race,Caucasian,,0.0,1.0,0.9829717014254616,inf,28482,4
race,Other,,0.0,1.0,0.9921259842519685,inf,762,0
race,Other,,0.0,1.0,0.9973404255319149,inf,752,1
race,Other,,0.0,1.0,0.9935979513444302,inf,781,2
race,Other,,0.0,1.0,0.9975155279503105,inf,805,3
race,Other,,0.0,1.0,0.9986486486486487,inf,740,4
sex,female,,0.0,1.0,0.9884159235083203,inf,10877,0
sex,female,,0.0,1.0,0.9844054580896686,inf,10773,1
sex,female,,0.0,1.0,0.9856088560885609,inf,10840,2
sex,female,,0.0,1.0,0.9874508334894175,inf,10678,3
sex,female,,0.0,1.0,0.9877936008877382,inf,10814,4
sex,male,,0.0,1.0,0.9791129131342917,inf,24417,0
sex,male,,0.0,1.0,0.9798939641109299,inf,24520,1
sex,male,,0.0,1.0,0.9796752954647692,inf,24453,2
sex,male,,0.0,1.0,0.9791184237253707,inf,24615,3
sex,male,,0.0,1.0,0.9801462478042404,inf,24479,4
