Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.05715114926377179,0
race,African-American,1,0.13721484454049862,0
race,Hispanic,0,0.06259110695938996,0
race,Caucasian,0,0.04855093037670365,0
race,Caucasian,1,0.04957549357983349,0
race,Other,0,0.03646677550253735,0
sex,male,0,0.05395103535838943,0
sex,male,1,0.10215910415623256,0
sex,female,0,0.050751757561167454,0
race,Other,0,0.04486016374000242,1
race,Caucasian,0,0.03104866847098561,1
race,Caucasian,1,0.055186879825383985,1
race,African-American,0,0.053096555373156586,1
race,African-American,1,0.09969327711605631,1
race,Hispanic,0,0.03687690054788008,1
race,Hispanic,1,0.04742587317756678,1
sex,male,0,0.044504494505992455,1
sex,male,1,0.09694008223666663,1
sex,female,0,0.04342971992020951,1
sex,female,1,0.03761265210574171,1
race,African-American,0,0.04686517068645033,2
race,African-American,1,0.07602456291882478,2
race,Other,0,0.04481398778779705,2
race,Caucasian,0,0.0352351597081322,2
race,Caucasian,1,0.07066230859233891,2
race,Hispanic,0,0.042585704333635184,2
sex,male,0,0.04329384834872584,2
sex,male,1,0.07454887656311708,2
sex,female,0,0.03870615992566523,2
sex,female,1,0.06859456599210455,2
race,African-American,0,0.05191555723983618,3
race,African-American,1,0.08176774794762921,3
race,Caucasian,1,0.08288010005136454,3
race,Caucasian,0,0.03769935080253207,3
race,Hispanic,0,0.02773378768059883,3
race,Other,0,0.02052418369710325,3
race,Other,1,0.04742587317756678,3
sex,male,0,0.044909605996596595,3
sex,male,1,0.0708760999859962,3
sex,female,0,0.039566714228014846,3
sex,female,1,0.13537685111806808,3
race,Caucasian,1,0.15261497223782902,4
race,Caucasian,0,0.04503178759164286,4
race,African-American,0,0.06291909131289826,4
race,African-American,1,0.10396578756788906,4
race,Hispanic,0,0.0448701763727649,4
race,Hispanic,1,0.11920292202211755,4
race,Other,1,0.04742587317756678,4
race,Other,0,0.057648810116335936,4
sex,male,1,0.11633307295449027,4
sex,male,0,0.057868272939967144,4
sex,female,0,0.04976058264803328,4
sex,female,1,0.12126438924170957,4
