Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,4.4487804878048784,0
race,African-American,1,5.466666666666667,0
race,Hispanic,0,3.5,0
race,Caucasian,0,3.41025641025641,0
race,Caucasian,1,3.142857142857143,0
race,Other,0,3.3333333333333335,0
race,Other,1,6.0,0
sex,male,0,4.1,0
sex,male,1,4.818181818181818,0
sex,female,0,3.25531914893617,0
sex,female,1,5.0,0
race,Other,0,4.428571428571429,1
race,Caucasian,0,2.957983193277311,1
race,Caucasian,1,5.125,1
race,African-American,0,4.2,1
race,African-American,1,5.565217391304348,1
race,Hispanic,0,3.6923076923076925,1
race,Hispanic,1,9.0,1
sex,male,0,3.7942122186495175,1
sex,male,1,5.678571428571429,1
sex,female,0,3.5416666666666665,1
sex,female,1,4.75,1
race,African-American,0,4.564356435643564,2
race,African-American,1,5.7,2
race,Other,0,3.2222222222222223,2
race,Other,1,7.0,2
race,Caucasian,0,3.122950819672131,2
race,Caucasian,1,3.0,2
race,Hispanic,0,2.4705882352941178,2
race,Hispanic,1,5.5,2
sex,male,0,4.032362459546926,2
sex,male,1,5.1,2
sex,female,0,3.14,2
sex,female,1,3.0,2
race,African-American,0,4.817733990147783,3
race,African-American,1,5.285714285714286,3
race,Caucasian,1,4.277777777777778,3
race,Caucasian,0,3.264705882352941,3
race,Hispanic,0,3.142857142857143,3
race,Hispanic,1,4.0,3
race,Other,0,2.8125,3
race,Other,1,8.0,3
sex,male,0,4.307443365695793,3
sex,male,1,5.076923076923077,3
sex,female,0,2.825,3
sex,female,1,3.3333333333333335,3
race,Caucasian,1,4.090909090909091,4
race,Caucasian,0,2.8295454545454546,4
race,African-American,0,4.839622641509434,4
race,African-American,1,5.173913043478261,4
race,Hispanic,0,3.7142857142857144,4
race,Other,1,6.0,4
race,Other,0,3.3703703703703702,4
sex,male,1,5.09375,4
sex,male,0,4.297029702970297,4
sex,female,0,3.230769230769231,4
sex,female,1,2.3333333333333335,4
