Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.474702418337101,0
race,African-American,1,0.5361629737689093,0
race,Hispanic,0,0.4736439134168385,0
race,Caucasian,0,0.4561493688844042,0
race,Caucasian,1,0.5030300885681265,0
race,Other,0,0.4435232035261447,0
race,Other,1,0.527839834815018,0
sex,male,0,0.4681159693371691,0
sex,male,1,0.5236184077339754,0
sex,female,0,0.4588894239731956,0
sex,female,1,0.5498649629965499,0
race,Other,0,0.5046127038354806,1
race,Caucasian,0,0.45513146862518694,1
race,Caucasian,1,0.537928286414076,1
race,African-American,0,0.4786130766037464,1
race,African-American,1,0.547094287774216,1
race,Hispanic,0,0.48548373363825925,1
race,Hispanic,1,0.5482905680625718,1
sex,male,0,0.4730018240495769,1
sex,male,1,0.550768074295868,1
sex,female,0,0.4680593278337361,1
sex,female,1,0.5033448494744609,1
race,African-American,0,0.5733234125993983,2
race,African-American,1,0.6542211761861602,2
race,Other,0,0.5719214275810675,2
race,Other,1,0.7253871803771746,2
race,Caucasian,0,0.5392473518485762,2
race,Caucasian,1,0.658856839888669,2
race,Hispanic,0,0.5456150011905452,2
race,Hispanic,1,0.6806687827316225,2
sex,male,0,0.5604598240635835,2
sex,male,1,0.6650475073385633,2
sex,female,0,0.5597492270331197,2
sex,female,1,0.5747173042023765,2
race,African-American,0,0.5271562792123553,3
race,African-American,1,0.5961798476681405,3
race,Caucasian,1,0.6109978965429124,3
race,Caucasian,0,0.5290049155883837,3
race,Hispanic,0,0.5143260769358563,3
race,Hispanic,1,0.41436018547163084,3
race,Other,0,0.4939820308524906,3
race,Other,1,0.5516393516320492,3
sex,male,0,0.5235718156919266,3
sex,male,1,0.5941989367439652,3
sex,female,0,0.5373094417290499,3
sex,female,1,0.6205397648414867,3
race,Caucasian,1,0.5918803545198575,4
race,Caucasian,0,0.4316519170836297,4
race,African-American,0,0.45917465280194336,4
race,African-American,1,0.4932242573890101,4
race,Hispanic,0,0.4153139379986356,4
race,Other,1,0.5692783230982311,4
race,Other,0,0.4678768239474635,4
sex,male,1,0.5313339497993397,4
sex,male,0,0.447466216376184,4
sex,female,0,0.46172300088328816,4
sex,female,1,0.4738112497283405,4
