Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9770133950719365,inf,6047,0
race,African-American,,0.0,1.0,0.978833414121829,inf,6189,1
race,African-American,,0.0,1.0,0.9747286570549166,inf,6173,2
race,African-American,,0.0,1.0,0.9739574748640185,inf,6067,3
race,African-American,,0.0,1.0,0.9772689836929666,inf,6071,4
race,Caucasian,,0.0,1.0,0.9670352817272249,inf,28485,0
race,Caucasian,,0.0,1.0,0.9642353273137697,inf,28352,1
race,Caucasian,,0.0,1.0,0.9657009774515685,inf,28339,2
race,Caucasian,,0.0,1.0,0.9668203089264981,inf,28421,3
race,Caucasian,,0.0,1.0,0.9645390070921985,inf,28482,4
race,Other,,0.0,1.0,0.984251968503937,inf,762,0
race,Other,,0.0,1.0,0.9906914893617021,inf,752,1
race,Other,,0.0,1.0,0.9897567221510883,inf,781,2
race,Other,,0.0,1.0,0.9925465838509316,inf,805,3
race,Other,,0.0,1.0,0.9918918918918919,inf,740,4
sex,female,,0.0,1.0,0.9709478716557874,inf,10877,0
sex,female,,0.0,1.0,0.970388935301216,inf,10773,1
sex,female,,0.0,1.0,0.9697416974169741,inf,10840,2
sex,female,,0.0,1.0,0.9691889867016296,inf,10678,3
sex,female,,0.0,1.0,0.971518402071389,inf,10814,4
sex,male,,0.0,1.0,0.9683007740508662,inf,24417,0
sex,male,,0.0,1.0,0.9660277324632953,inf,24520,1
sex,male,,0.0,1.0,0.9669570195885986,inf,24453,2
sex,male,,0.0,1.0,0.9683932561446272,inf,24615,3
sex,male,,0.0,1.0,0.9654397646962702,inf,24479,4
