Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.950388622457417,inf,6047,0
race,African-American,,0.0,1.0,0.9495879786718371,inf,6189,1
race,African-American,,0.0,1.0,0.945893406771424,inf,6173,2
race,African-American,,0.0,1.0,0.9474204714026702,inf,6067,3
race,African-American,,0.0,1.0,0.9449843518366002,inf,6071,4
race,Caucasian,,0.0,1.0,0.948639634895559,inf,28485,0
race,Caucasian,,0.0,1.0,0.9482928893905191,inf,28352,1
race,Caucasian,,0.0,1.0,0.9472105578884223,inf,28339,2
race,Caucasian,,0.0,1.0,0.9465184194785546,inf,28421,3
race,Caucasian,,0.0,1.0,0.9473702689417878,inf,28482,4
race,Other,,0.0,1.0,0.9763779527559056,inf,762,0
race,Other,,0.0,1.0,0.9853723404255319,inf,752,1
race,Other,,0.0,1.0,0.9769526248399488,inf,781,2
race,Other,,0.0,1.0,0.9826086956521739,inf,805,3
race,Other,,0.0,1.0,0.9837837837837838,inf,740,4
sex,female,,0.0,1.0,0.9555943734485611,inf,10877,0
sex,female,,0.0,1.0,0.9552585166620254,inf,10773,1
sex,female,,0.0,1.0,0.9540590405904059,inf,10840,2
sex,female,,0.0,1.0,0.9522382468627084,inf,10678,3
sex,female,,0.0,1.0,0.9564453486221565,inf,10814,4
sex,male,,0.0,1.0,0.946840316173158,inf,24417,0
sex,male,,0.0,1.0,0.9466965742251223,inf,24520,1
sex,male,,0.0,1.0,0.9447920500552079,inf,24453,2
sex,male,,0.0,1.0,0.9454397724964453,inf,24615,3
sex,male,,0.0,1.0,0.9438702561379141,inf,24479,4
