Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.08879441800175429,0
race,African-American,1,0.13278242455730618,0
race,Hispanic,0,0.06578818043259703,0
race,Caucasian,0,0.07235662511708216,0
race,Caucasian,1,0.0746991384313671,0
race,Other,0,0.11187644622570389,0
race,Other,1,0.04742587317756678,0
sex,male,0,0.08602381475383288,0
sex,male,1,0.11982814234785692,0
sex,female,0,0.06577916022907157,0
sex,female,1,0.06859456599210455,0
race,Other,0,0.07021787616786533,1
race,Caucasian,0,0.08370805220148077,1
race,Caucasian,1,0.15866317018483983,1
race,African-American,0,0.0964419727091694,1
race,African-American,1,0.155155545682834,1
race,Hispanic,0,0.08105025349150323,1
race,Hispanic,1,0.15818364727378095,1
sex,male,0,0.09215619965416631,1
sex,male,1,0.14871516356212713,1
sex,female,1,0.21902858825403593,1
sex,female,0,0.07737527773628085,1
race,African-American,0,0.09201088643428698,2
race,African-American,1,0.14964537402439512,2
race,Other,1,0.06537013538870448,2
race,Other,0,0.058715842678653596,2
race,Caucasian,0,0.07656308947716327,2
race,Caucasian,1,0.13964739085156808,2
race,Hispanic,0,0.07548029124325327,2
race,Hispanic,1,0.2689414213699951,2
sex,male,0,0.08874437606563916,2
sex,male,1,0.13456983060937014,2
sex,female,0,0.05570927471369024,2
sex,female,1,0.18210933022196452,2
race,African-American,0,0.11231854315288135,3
race,African-American,1,0.1535155083129431,3
race,Caucasian,0,0.07352482906593907,3
race,Caucasian,1,0.1474435359019007,3
race,Hispanic,0,0.09035804468188319,3
race,Hispanic,1,0.19407217169605634,3
race,Other,0,0.07330839519415613,3
race,Other,1,0.2689414213699951,3
sex,male,0,0.10080079593892584,3
sex,male,1,0.16424833218089419,3
sex,female,0,0.0659106930722764,3
sex,female,1,0.11920292202211753,3
race,Caucasian,0,0.07341477202807153,4
race,Caucasian,1,0.10724008054802577,4
race,African-American,0,0.10455423077255149,4
race,African-American,1,0.16219254158334118,4
race,Hispanic,1,0.04742587317756678,4
race,Hispanic,0,0.09856232424456574,4
race,Other,0,0.07685685771494312,4
sex,male,0,0.09916317101752152,4
sex,male,1,0.14871237208810656,4
sex,female,0,0.06205540487449246,4
sex,female,1,0.13869328464794925,4
