Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.023376511496361732,0
race,African-American,1,0.025824005599395957,0
race,Hispanic,0,0.021404072643261707,0
race,Hispanic,1,0.028937305515223156,0
race,Caucasian,0,0.02074271683690057,0
race,Caucasian,1,0.022563555854697503,0
race,Other,0,0.021876311511918375,0
race,Other,1,0.03327415163958938,0
sex,male,0,0.02259421584199054,0
sex,male,1,0.02529274877545577,0
sex,female,0,0.020359575720939795,0
sex,female,1,0.023761937059839706,0
race,Other,0,0.020271207077052274,1
race,Other,1,0.040681467747107104,1
race,Caucasian,0,0.02051340809710649,1
race,Caucasian,1,0.021397952009257506,1
race,African-American,0,0.02258951322608202,1
race,African-American,1,0.023342640204336882,1
race,Hispanic,0,0.022482091172994798,1
race,Hispanic,1,0.023159112971569945,1
sex,male,0,0.022197719838222697,1
sex,male,1,0.023792750505159794,1
sex,female,0,0.01927766929540735,1
sex,female,1,0.02273111269865397,1
race,African-American,1,0.024397692758182706,2
race,African-American,0,0.021131860063453557,2
race,Other,0,0.018574513555444618,2
race,Other,1,0.02276378818395331,2
race,Caucasian,0,0.020058602164892685,2
race,Caucasian,1,0.02076351299856187,2
race,Hispanic,0,0.01813083042583519,2
race,Hispanic,1,0.02552947868665213,2
sex,male,1,0.023016582666676836,2
sex,male,0,0.02063381519218365,2
sex,female,0,0.019804624994078462,2
sex,female,1,0.02401781221204463,2
race,African-American,1,0.024942805248487313,3
race,African-American,0,0.021310017005201264,3
race,Caucasian,0,0.019359756761425383,3
race,Caucasian,1,0.019897914278179562,3
race,Hispanic,0,0.02020826233906309,3
race,Hispanic,1,0.022612548502192378,3
race,Other,0,0.01883339439244675,3
race,Other,1,0.030496643734267533,3
sex,male,1,0.02391358103528018,3
sex,male,0,0.02068945459948619,3
sex,female,0,0.0189758129902868,3
sex,female,1,0.02183073246721218,3
race,Caucasian,0,0.01779052142755608,4
race,Caucasian,1,0.021965592969085127,4
race,African-American,1,0.023478361602513317,4
race,African-American,0,0.020889138191684847,4
race,Hispanic,0,0.01759717701262374,4
race,Other,1,0.022122019810049555,4
race,Other,0,0.017192063670331797,4
sex,male,0,0.020053951683258308,4
sex,male,1,0.022490389454464826,4
sex,female,0,0.01643731080562127,4
sex,female,1,0.024708758001397255,4
