Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.1462681720401907,0
race,African-American,1,0.17663777182156412,0
race,Hispanic,0,0.10074736152609455,0
race,Hispanic,1,0.11920292202211755,0
race,Caucasian,0,0.10688255271888503,0
race,Caucasian,1,0.13271186391090337,0
race,Other,0,0.1301151380752428,0
race,Other,1,0.11920292202211755,0
sex,male,0,0.13203335864066054,0
sex,male,1,0.16673920995018635,0
sex,female,0,0.11222498083214151,0
sex,female,1,0.08331439759984216,0
race,Other,0,0.12569970956406146,1
race,Other,1,0.19407217169605634,1
race,Caucasian,0,0.1289016495320148,1
race,Caucasian,1,0.12699906707245023,1
race,African-American,0,0.14207430721496472,1
race,African-American,1,0.17055923444896673,1
race,Hispanic,0,0.11974069607940238,1
race,Hispanic,1,0.19407217169605634,1
sex,male,0,0.13800862426702662,1
sex,male,1,0.16375301809000303,1
sex,female,0,0.12012400312023318,1
sex,female,1,0.1647429119923584,1
race,African-American,1,0.17023769983357137,2
race,African-American,0,0.1535136907870495,2
race,Other,0,0.14956291533561142,2
race,Other,1,0.15663754685908696,2
race,Caucasian,0,0.1254867657661785,2
race,Caucasian,1,0.12036249733313804,2
race,Hispanic,0,0.11958944712579106,2
race,Hispanic,1,0.16911575513807675,2
sex,male,1,0.1544572987303758,2
sex,male,0,0.14437502157943094,2
sex,female,0,0.129681779674353,2
sex,female,1,0.13479521212278292,2
race,African-American,1,0.19220570828930303,3
race,African-American,0,0.16206368148859215,3
race,Caucasian,0,0.1262306943442058,3
race,Caucasian,1,0.10426386881676927,3
race,Hispanic,0,0.13847241316013573,3
race,Hispanic,1,0.2689414213699951,3
race,Other,0,0.09715911936186894,3
race,Other,1,0.19407217169605634,3
sex,male,1,0.1758113558141368,3
sex,male,0,0.14721157638518512,3
sex,female,0,0.1353535888345635,3
sex,female,1,0.10125865981097987,3
race,Caucasian,0,0.10656504012085287,4
race,Caucasian,1,0.1470462972018771,4
race,African-American,1,0.15562565830195513,4
race,African-American,0,0.13251156342474937,4
race,Hispanic,0,0.10214214576223354,4
race,Other,1,0.19659921794944923,4
race,Other,0,0.1044058768374903,4
sex,male,0,0.12342048964819255,4
sex,male,1,0.15448388429502324,4
sex,female,0,0.1089082827348074,4
sex,female,1,0.16769031749536623,4
