Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.7619834599689405,0
race,African-American,0,0.6604722058210499,0
race,Caucasian,0,0.6475033025952311,0
race,Caucasian,1,0.7569722648813,0
race,Other,0,0.5853547046653953,0
race,Other,1,0.662426915557039,0
sex,male,1,0.7612819140879811,0
sex,male,0,0.6517884436370583,0
sex,female,0,0.6395898135327441,0
sex,female,1,0.7475349517258698,0
race,Caucasian,0,0.6429658783743091,1
race,Caucasian,1,0.7597912874805507,1
race,African-American,0,0.661076657179756,1
race,African-American,1,0.7678741741363174,1
race,Other,0,0.5804245770433173,1
race,Other,1,0.6816421238984484,1
sex,female,0,0.6332970382061662,1
sex,female,1,0.7522766043176163,1
sex,male,0,0.6493420542522297,1
sex,male,1,0.7642773398131939,1
race,African-American,0,0.6619496137150379,2
race,African-American,1,0.7677910435326888,2
race,Caucasian,1,0.7572221066251003,2
race,Caucasian,0,0.6457765771633702,2
race,Other,1,0.6825796224087717,2
race,Other,0,0.5866559155082384,2
sex,male,0,0.6505889079680784,2
sex,male,1,0.7632991447668226,2
sex,female,0,0.6388869560882553,2
sex,female,1,0.7474245701159876,2
race,Other,0,0.57911267820534,3
race,Other,1,0.6806739013232047,3
race,Caucasian,0,0.6405109372403256,3
race,Caucasian,1,0.7562449131961495,3
race,African-American,1,0.7664548639883632,3
race,African-American,0,0.6557129297705099,3
sex,female,0,0.6341739380650825,3
sex,female,1,0.747156201047738,3
sex,male,0,0.6447711865979446,3
sex,male,1,0.7617563795528969,3
race,Caucasian,0,0.6448453733109558,4
race,Caucasian,1,0.7567629735816598,4
race,African-American,0,0.6621374424760333,4
race,African-American,1,0.7649473774099805,4
race,Other,0,0.5854426003090664,4
race,Other,1,0.6558785104763587,4
sex,female,0,0.6363488941542812,4
sex,female,1,0.7478690983327936,4
sex,male,0,0.6505387674188824,4
sex,male,1,0.7614527308215275,4
