Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,3.976470588235294,0
race,African-American,1,4.14,0
race,Hispanic,0,3.652173913043478,0
race,Hispanic,1,5.0,0
race,Caucasian,0,3.3092783505154637,0
race,Caucasian,1,3.4444444444444446,0
race,Other,0,3.1578947368421053,0
race,Other,1,4.75,0
sex,male,0,3.7735849056603774,0
sex,male,1,3.935064935064935,0
sex,female,0,3.2045454545454546,0
sex,female,1,4.2,0
race,Other,0,4.25,1
race,Other,1,5.5,1
race,Caucasian,0,3.25,1
race,Caucasian,1,3.4210526315789473,1
race,African-American,0,4.029411764705882,1
race,African-American,1,4.39622641509434,1
race,Hispanic,0,4.0,1
race,Hispanic,1,2.8,1
sex,male,0,3.825278810408922,1
sex,male,1,4.1,1
sex,female,0,3.395348837209302,1
sex,female,1,4.0,1
race,African-American,1,4.163265306122449,2
race,African-American,0,3.7745664739884393,2
race,Other,0,3.7333333333333334,2
race,Other,1,3.0,2
race,Caucasian,0,3.3457943925233646,2
race,Caucasian,1,3.5833333333333335,2
race,Hispanic,0,3.2,2
race,Hispanic,1,4.5,2
sex,male,1,4.0,2
sex,male,0,3.660377358490566,2
sex,female,0,3.2222222222222223,2
sex,female,1,3.4285714285714284,2
race,African-American,1,4.222222222222222,3
race,African-American,0,4.047058823529412,3
race,Caucasian,1,3.933333333333333,3
race,Caucasian,0,3.2333333333333334,3
race,Hispanic,0,3.1538461538461537,3
race,Hispanic,1,4.333333333333333,3
race,Other,0,2.933333333333333,3
race,Other,1,4.666666666666667,3
sex,male,1,4.144578313253012,3
sex,male,0,3.7169811320754715,3
sex,female,0,3.3333333333333335,3
sex,female,1,4.142857142857143,3
race,Caucasian,1,4.08,4
race,Caucasian,0,3.175675675675676,4
race,African-American,1,4.262295081967213,4
race,African-American,0,3.9770114942528734,4
race,Hispanic,0,3.0384615384615383,4
race,Hispanic,1,2.0,4
race,Other,1,4.0,4
race,Other,0,3.260869565217391,4
sex,male,1,4.227848101265823,4
sex,male,0,3.765625,4
sex,female,1,3.7142857142857144,4
sex,female,0,2.8536585365853657,4
