Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.0848527608442975,0
race,African-American,1,0.10200064332899247,0
race,Hispanic,0,0.06374623035722889,0
race,Hispanic,1,0.10722980408293016,0
race,Caucasian,0,0.061256798258146984,0
race,Caucasian,1,0.06695477586053256,0
race,Other,0,0.0635863830344336,0
race,Other,1,0.08261237036819305,0
sex,male,0,0.07728361357734068,0
sex,male,1,0.0907900215954974,0
sex,female,0,0.05820513073741011,0
sex,female,1,0.07093174747728125,0
race,Other,0,0.07544855860075823,1
race,Other,1,0.12672573047849078,1
race,Caucasian,0,0.07262178488631273,1
race,Caucasian,1,0.07768060315662599,1
race,African-American,0,0.0859620002720589,1
race,African-American,1,0.09662159164136935,1
race,Hispanic,0,0.080452595592988,1
race,Hispanic,1,0.07101572166326989,1
sex,male,0,0.08278531552677237,1
sex,male,1,0.09308678999990921,1
sex,female,0,0.06657634287267089,1
sex,female,1,0.076592287360906,1
race,African-American,1,0.09136948909429456,2
race,African-American,0,0.07810757563608867,2
race,Other,0,0.07086994804849166,2
race,Other,1,0.07144739636900586,2
race,Caucasian,0,0.06542147860190249,2
race,Caucasian,1,0.07683063733461047,2
race,Hispanic,0,0.0630964241784175,2
race,Hispanic,1,0.0749818983022391,2
sex,male,1,0.08639362661230231,2
sex,male,0,0.07343110136381809,2
sex,female,0,0.06806583372086056,2
sex,female,1,0.07337558157509902,2
race,African-American,1,0.08593422385511192,3
race,African-American,0,0.07692822339503194,3
race,Caucasian,1,0.07086114490942141,3
race,Caucasian,0,0.06459961151849943,3
race,Hispanic,0,0.06331924040683928,3
race,Hispanic,1,0.0959649318715,3
race,Other,0,0.05795936590536306,3
race,Other,1,0.085368988077056,3
sex,male,1,0.08106710091549124,3
sex,male,0,0.07274346648257025,3
sex,female,0,0.05917875375270904,3
sex,female,1,0.08310211704551158,3
race,Caucasian,1,0.07585398876859259,4
race,Caucasian,0,0.05845641579502249,4
race,African-American,1,0.07831055859127432,4
race,African-American,0,0.07171166723759517,4
race,Hispanic,0,0.06152794801914586,4
race,Hispanic,1,0.053190703263397476,4
race,Other,1,0.07456047382074352,4
race,Other,0,0.062013985035460725,4
sex,male,1,0.07793542660247364,4
sex,male,0,0.06855211090954748,4
sex,female,1,0.07111277623697433,4
sex,female,0,0.05561738486932813,4
