Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.09909817197971613,0
race,African-American,1,0.09572111856803552,0
race,Hispanic,0,0.08607514170116531,0
race,Caucasian,0,0.0856312015335029,0
race,Caucasian,1,0.07068693335483439,0
race,Other,0,0.08136881072657245,0
race,Other,1,0.12014880942138463,0
sex,male,0,0.09340074595254566,0
sex,male,1,0.08689176080804983,0
sex,female,0,0.09115877297260208,0
sex,female,1,0.08867307010630719,0
race,Other,0,0.0875060650470871,1
race,Caucasian,0,0.10009551114899119,1
race,Caucasian,1,0.09446389258065668,1
race,African-American,0,0.08819835140469826,1
race,African-American,1,0.12448297154008969,1
race,Hispanic,0,0.08509758628546688,1
race,Hispanic,1,0.07498197548666186,1
sex,male,0,0.09280005765145506,1
sex,male,1,0.12042734745760257,1
sex,female,0,0.08594055385203392,1
sex,female,1,0.07498197548666186,1
race,African-American,0,0.08908327379201189,2
race,African-American,1,0.10965480043149943,2
race,Other,0,0.08543689320388353,2
race,Caucasian,0,0.09624279737943027,2
race,Caucasian,1,0.0854368932038835,2
race,Hispanic,0,0.08543689320388353,2
race,Hispanic,1,0.0854368932038835,2
sex,male,0,0.09209633985986301,2
sex,male,1,0.10418624073494097,2
sex,female,0,0.08543689320388348,2
sex,female,1,0.0854368932038835,2
race,African-American,0,0.10967084465831843,3
race,African-American,1,0.08620004249019832,3
race,Caucasian,1,0.08375795020702421,3
race,Caucasian,0,0.07592760172863719,3
race,Hispanic,0,0.07016765661286253,3
race,Hispanic,1,0.42063233376792697,3
race,Other,0,0.0797173058519242,3
race,Other,1,0.029045643153526972,3
sex,male,0,0.09775799491346406,3
sex,male,1,0.08350461821274867,3
sex,female,0,0.07605937761485225,3
sex,female,1,0.3076270865306277,3
race,Caucasian,1,0.06789331016294736,4
race,Caucasian,0,0.07611714634056792,4
race,African-American,0,0.09373451948447635,4
race,African-American,1,0.11058240266610062,4
race,Hispanic,0,0.07951445758203513,4
race,Hispanic,1,0.10837988826815642,4
race,Other,0,0.0725926451215877,4
sex,male,1,0.10206332112167747,4
sex,male,0,0.08797095645150449,4
sex,female,1,0.052710843373493986,4
sex,female,0,0.07840424870949204,4
