Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.0017069439873500856,0
race,African-American,1,0.0023265064538809483,0
race,Hispanic,0,0.0010993583291754182,0
race,Caucasian,0,0.0011600567640562694,0
race,Caucasian,1,0.00144462437861222,0
race,Other,0,0.0011989395807486018,0
race,Other,1,0.0015688237212909896,0
sex,male,0,0.0015023319323114387,0
sex,male,1,0.0021552106812227317,0
sex,female,0,0.0011963793222953287,0
sex,female,1,0.0008436808157037308,0
race,Other,0,0.0016782478696720255,1
race,Caucasian,0,0.0017475805506036272,1
race,Caucasian,1,0.0018309100869257702,1
race,African-American,0,0.0017585116387185504,1
race,African-American,1,0.0020441882071610337,1
race,Hispanic,0,0.001686179957628962,1
race,Hispanic,1,0.001813053239392309,1
sex,male,0,0.001753776448959685,1
sex,male,1,0.0019604835737071385,1
sex,female,0,0.0017027215952415031,1
sex,female,1,0.0018976532234118823,1
race,African-American,0,0.0018732851300060558,2
race,African-American,1,0.0020855961597411737,2
race,Other,0,0.0013797989269572948,2
race,Other,1,0.0022277325191826097,2
race,Caucasian,0,0.0016880711320555516,2
race,Caucasian,1,0.005009808111359586,2
race,Hispanic,0,0.0014483054984965717,2
sex,male,0,0.0017821457255465922,2
sex,male,1,0.0028344327112915205,2
sex,female,0,0.001669977582360382,2
sex,female,1,0.002156466114875119,2
race,African-American,0,0.0019846377409000666,3
race,African-American,1,0.0023668623883940504,3
race,Caucasian,0,0.0015263975578924506,3
race,Caucasian,1,0.001976287217406457,3
race,Hispanic,0,0.0017664733077820936,3
race,Hispanic,1,0.002243100961232069,3
race,Other,0,0.001783703300171033,3
sex,male,0,0.001840525144998241,3
sex,male,1,0.0022259244220352195,3
sex,female,0,0.001657086644355578,3
sex,female,1,0.0018899580035269912,3
race,Caucasian,0,0.0013747319825525575,4
race,Caucasian,1,0.001792673919911521,4
race,African-American,0,0.0016807495058348693,4
race,African-American,1,0.002036582690590777,4
race,Hispanic,0,0.0016385362240936706,4
race,Other,0,0.0013060665413707933,4
sex,male,0,0.0015938148430840208,4
sex,male,1,0.0021303204043167114,4
sex,female,0,0.001437194437814814,4
sex,female,1,0.0013364201414480317,4
