Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.23440712816997944,0.9573601885579601,0.008695652173913044,0.259136762030759,0.0026857654431512983,6047,0
race,African-American,0.23404255319148937,0.9660377358490566,0.007751937984496124,0.25367587655517854,0.002387152777777778,6189,1
race,African-American,0.23950990265189662,0.9581306830196659,0.011772853185595568,0.26324315567795237,0.0037519311410284706,6173,2
race,African-American,0.2439646378782727,0.9625541125541126,0.0082930200414651,0.2650403823965716,0.0026984483921744995,6067,3
race,African-American,0.24729546991210277,0.9688859878154917,0.008135593220338983,0.2645363202108384,0.002694812485964518,6071,4
race,Caucasian,0.23715949652451626,0.921439593355723,0.021547046969462098,0.28235913638757243,0.006846278875043097,28485,0
race,Caucasian,0.24170846747024033,0.9295613069016153,0.015701219512195122,0.2818848758465011,0.005084662092116305,28352,1
race,Caucasian,0.24330306895775494,0.9273529817462872,0.015933232169954476,0.2845901407953703,0.005206009222073479,28339,2
race,Caucasian,0.2383167054234491,0.9248986655736212,0.01701732673267327,0.2815875584954787,0.005416584597203073,28421,3
race,Caucasian,0.24230639793590847,0.9260545678899502,0.018330555976367218,0.2843199213538375,0.005971475102403395,28482,4
race,Other,0.075,0.8326300984528833,0.058823529411764705,0.21916010498687663,0.005067567567567568,762,0
race,Other,0.06706408345752608,0.8879432624113475,0.0425531914893617,0.16489361702127658,0.003194888178913738,752,1
race,Other,0.08045977011494253,0.8839779005524862,0.017543859649122806,0.1792573623559539,0.0015625,781,2
race,Other,0.06515580736543909,0.8718626155878467,0.041666666666666664,0.17763975155279504,0.0030303030303030303,805,3
race,Other,0.0695517774343122,0.8712011577424024,0.08163265306122448,0.1810810810810811,0.006644518272425249,740,4
sex,female,0.21144721233689207,0.9175293305728088,0.02015574896930829,0.262572400478073,0.005515858092014542,10877,0
sex,female,0.22134073780245933,0.9233301975540922,0.01630674305861613,0.2677063027940221,0.004712175241976566,10773,1
sex,female,0.22946788629880988,0.9248022665564868,0.015196285352469396,0.27398523985239853,0.004595353586928772,10840,2
sex,female,0.21556826161099407,0.9206498704968212,0.016025641025641024,0.2643753511893613,0.004475703324808184,10678,3
sex,female,0.2211481554547248,0.9254571026722925,0.017528483786152498,0.266136489735528,0.005065856129685917,10814,4
sex,male,0.24326441784548422,0.9288385511272572,0.019301631865239515,0.2834500552893476,0.006326929713562636,24417,0
sex,male,0.2435133164643822,0.9400948675584928,0.013722424874066354,0.27740619902120717,0.004478711945121606,24520,1
sex,male,0.24350719502182275,0.9346003950670012,0.015204473960153793,0.2805381752750174,0.004969724665828859,24453,2
sex,male,0.24423349512477988,0.9339171974522293,0.015411255411255412,0.2815762746292911,0.005058255186132424,24615,3
sex,male,0.24801450276243095,0.9348572655076196,0.016601061098750643,0.2843253400874219,0.005567673057054299,24479,4
