Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9928878597419781,inf,6046,0
race,African-American,0.012553683515031383,0.4895986895986896,0.07317073170731707,0.5131793036121054,0.0010036801605888257,6146,1
race,African-American,,0.0,1.0,0.992482431769897,inf,6119,2
race,African-American,,0.0,1.0,0.9935950073903761,inf,6089,3
race,African-American,,0.0,1.0,0.9944688465918334,inf,6147,4
race,Caucasian,0.0,3.534942910671993e-05,1.0,0.9934677249420524,185.0,28474,0
race,Caucasian,0.014254474771199482,0.43173353197829095,0.08333333333333333,0.5706232604023536,0.0013146002793525593,28383,1
race,Caucasian,0.0,7.078142695356739e-05,1.0,0.9939142364653323,85.5,28427,2
race,Caucasian,,0.0,1.0,0.9939792972325893,inf,28402,3
race,Caucasian,0.0,3.543334986889661e-05,1.0,0.9939421688444335,171.0,28393,4
race,Other,,0.0,,1.0,,774,0
race,Other,0.005390835579514825,0.484251968503937,0.0,0.5170157068062827,0.0,764,1
race,Other,,0.0,,1.0,,747,2
race,Other,0.0,0.0012468827930174563,,0.9987531172069826,0.0,802,3
race,Other,,0.0,1.0,0.9920318725099602,inf,753,4
sex,female,0.0,9.320533134495293e-05,1.0,0.9947148817802504,56.0,10785,0
sex,female,0.009544008483563097,0.43236737339135267,0.1,0.5691641323380333,0.0010706638115631692,10851,1
sex,female,,0.0,1.0,0.9954566527584608,inf,10785,2
sex,female,,0.0,1.0,0.9971038863976084,inf,10704,3
sex,female,,0.0,1.0,0.9954867827208252,inf,10857,4
sex,male,,0.0,1.0,0.99298216981517,inf,24509,0
sex,male,0.015503173164097914,0.44766459166426187,0.07567567567567568,0.5551509696424188,0.0012892531540657519,24442,1
sex,male,0.0,8.216926869350862e-05,1.0,0.9930634894728252,84.0,24508,2
sex,male,0.0,4.096681687832855e-05,1.0,0.9926796535035992,179.0,24589,3
sex,male,0.0,4.119634176485128e-05,1.0,0.993329513832051,162.0,24436,4
