Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,1,0.7997993107630643,0
race,African-American,0,0.6934319266555641,0
race,Caucasian,0,0.6668728879971106,0
race,Caucasian,1,0.7864415137710847,0
race,Other,0,0.6253914727627331,0
race,Other,1,0.7048373900442158,0
sex,male,1,0.7922507657334648,0
sex,male,0,0.6728308494852129,0
sex,female,1,0.7772277647860871,0
sex,female,0,0.6646313620912032,0
race,Caucasian,1,0.7847778413147515,1
race,Caucasian,0,0.6653867058551036,1
race,Other,1,0.7575397014341654,1
race,Other,0,0.6276938336889786,1
race,African-American,0,0.6846046165835805,1
race,African-American,1,0.799652396314202,1
sex,male,1,0.7929237463288015,1
sex,male,0,0.6698678141712446,1
sex,female,0,0.6628484323271815,1
sex,female,1,0.773196428981504,1
race,African-American,0,0.6927098846621137,2
race,African-American,1,0.8003376826575184,2
race,Caucasian,0,0.6678235044314038,2
race,Caucasian,1,0.789209159217322,2
race,Other,1,0.724787476301693,2
race,Other,0,0.6280898538015685,2
sex,male,0,0.6732690387329744,2
sex,male,1,0.7937840880228159,2
sex,female,0,0.6660521462290382,2
sex,female,1,0.7827942084505793,2
race,Caucasian,0,0.6626407531267198,3
race,Caucasian,1,0.7880686415953233,3
race,African-American,1,0.79974947806516,3
race,African-American,0,0.6881479530147371,3
race,Other,0,0.6280213443256971,3
race,Other,1,0.6967855088556352,3
sex,male,0,0.6695585878862906,3
sex,male,1,0.7933630772986426,3
sex,female,0,0.6581132626707782,3
sex,female,1,0.7789734020245993,3
race,Caucasian,0,0.6622063509860358,4
race,Caucasian,1,0.785630970931206,4
race,Other,1,0.7048241629028592,4
race,Other,0,0.625146824193329,4
race,African-American,0,0.6910730348378573,4
race,African-American,1,0.794645922249932,4
sex,female,0,0.6599411289555341,4
sex,female,1,0.7795201995607872,4
sex,male,0,0.6690149942246069,4
sex,male,1,0.7892896487675906,4
