Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0,0.9837350112786418,0.0,1.0,0.9837350112786418,inf,8423,0
race,African-American,0,0.9847283059074228,0.0,1.0,0.9847283059074228,inf,8447,1
race,African-American,0,0.9814989394296488,0.0,1.0,0.9814989394296488,inf,8486,2
race,African-American,0,0.9830588792797061,0.0,1.0,0.9830588792797061,inf,8441,3
race,African-American,0,0.9855952380952381,0.0,1.0,0.9855952380952381,inf,8400,4
race,Caucasian,0,0.9786965870054124,0.0,1.0,0.9786965870054124,inf,40463,0
race,Caucasian,0,0.9785135001483533,0.0,1.0,0.9785135001483533,inf,40444,1
race,Caucasian,0,0.9791388270230141,0.0,1.0,0.9791388270230141,inf,40410,2
race,Caucasian,0,0.9789382716049383,0.0,1.0,0.9789382716049383,inf,40500,3
race,Caucasian,0,0.9782104431941565,0.0,1.0,0.9782104431941565,inf,40524,4
race,Other,0,0.9937007874015747,0.0,1.0,0.9937007874015747,inf,1270,0
race,Other,0,0.9928853754940712,0.0,1.0,0.9928853754940712,inf,1265,1
race,Other,0,0.9944444444444445,0.0,1.0,0.9944444444444445,inf,1260,2
race,Other,0,0.9909465020576131,0.0,1.0,0.9909465020576131,inf,1215,3
race,Other,0,0.9983739837398374,0.0,1.0,0.9983739837398374,inf,1230,4
sex,female,0,0.9815220795490135,0.0,1.0,0.9815220795490135,inf,15965,0
sex,female,0,0.9825702557625513,0.0,1.0,0.9825702557625513,inf,15835,1
sex,female,0,0.9805646999240314,0.0,1.0,0.9805646999240314,inf,15796,2
sex,female,0,0.9822383498854087,0.0,1.0,0.9822383498854087,inf,15708,3
sex,female,0,0.9810098723511287,0.0,1.0,0.9810098723511287,inf,15903,4
sex,male,0,0.9791758064987862,0.0,1.0,0.9791758064987862,inf,34191,0
sex,male,0,0.9787010867981702,0.0,1.0,0.9787010867981702,inf,34321,1
sex,male,0,0.9796274738067521,0.0,1.0,0.9796274738067521,inf,34360,2
sex,male,0,0.9788666976312123,0.0,1.0,0.9788666976312123,inf,34448,3
sex,male,0,0.979445855595457,0.0,1.0,0.979445855595457,inf,34251,4
