Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5184403153153153,0
race,Hispanic,0.7842105263157895,0
race,Caucasian,0.47916666666666663,0
race,Other,0.5583333333333333,0
sex,male,0.5339811991869918,0
sex,female,0.5709459459459459,0
race,Other,0.6125,1
race,Caucasian,0.5321782178217822,1
race,African-American,0.5272323274080198,1
race,Hispanic,0.24206349206349206,1
sex,male,0.5128151260504202,1
sex,female,0.639689578713969,1
race,African-American,0.5367943548387096,2
race,Other,0.44047619047619047,2
race,Caucasian,0.5022637238256932,2
race,Hispanic,0.7916666666666666,2
sex,male,0.5004393305439331,2
sex,female,0.7372505543237251,2
race,African-American,0.5672230790166016,3
race,Caucasian,0.5846296296296296,3
race,Hispanic,0.572463768115942,3
race,Other,0.5694444444444444,3
sex,male,0.5871950983053476,3
sex,female,0.4446428571428571,3
race,Caucasian,0.5622427983539094,4
race,African-American,0.515826873385013,4
race,Hispanic,0.5075757575757576,4
race,Other,0.6802721088435374,4
sex,male,0.5328374119391917,4
sex,female,0.625,4
