Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,0.02644375896000315,0
race,Caucasian,1,0.06593148800286755,0
race,African-American,0,0.03526683983742746,0
race,African-American,1,0.08160413086026537,0
race,Other,0,0.013549368539067151,0
race,Other,1,0.03136940714915804,0
sex,male,0,0.035693735080933243,0
sex,male,1,0.07890786826201464,0
sex,female,0,0.010520707981227593,0
sex,female,1,0.022862942461302542,0
race,Caucasian,0,0.026517754980478956,1
race,Caucasian,1,0.06364693220620003,1
race,African-American,0,0.03559823185908764,1
race,African-American,1,0.08032793772432698,1
race,Other,0,0.012917242463514785,1
race,Other,1,0.022489508751351816,1
sex,female,0,0.010621641825875378,1
sex,female,1,0.023088724271988822,1
sex,male,0,0.03571717992627982,1
sex,male,1,0.07576627345693893,1
race,African-American,0,0.0366278629892552,2
race,African-American,1,0.0820222156994937,2
race,Caucasian,0,0.026523620912871717,2
race,Caucasian,1,0.060085421060112304,2
race,Other,0,0.012811820440008602,2
race,Other,1,0.039141490025993556,2
sex,male,0,0.03600143477096112,2
sex,male,1,0.0744383633437243,2
sex,female,0,0.0104907179543454,2
sex,female,1,0.020560636550556222,2
race,Caucasian,0,0.026392736734434267,3
race,Caucasian,1,0.06627857677231913,3
race,African-American,0,0.03563705150734619,3
race,African-American,1,0.08044446136219682,3
race,Other,0,0.01340480366311121,3
race,Other,1,0.04466280147557438,3
sex,female,0,0.010581086034074564,3
sex,female,1,0.023472171349265977,3
sex,male,0,0.03576329491332765,3
sex,male,1,0.07851839186454486,3
race,Caucasian,0,0.02972111895971011,4
race,Caucasian,1,0.057055272604842895,4
race,African-American,0,0.03404042012287391,4
race,African-American,1,0.06992180983265091,4
race,Other,0,0.01890288076668178,4
race,Other,1,0.02128553799439492,4
sex,female,0,0.012938474787971102,4
sex,female,1,0.02373087819924728,4
sex,male,0,0.03821298785293376,4
sex,male,1,0.06764621777009495,4
