Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,,0.0,1.0,0.9259136762030759,inf,6047,0
race,African-American,,0.0,1.0,0.9271287768621749,inf,6189,1
race,African-American,,0.0,1.0,0.9261299206220638,inf,6173,2
race,African-American,,0.0,1.0,0.9299489039063787,inf,6067,3
race,African-American,,0.0,1.0,0.919782572887498,inf,6071,4
race,Caucasian,,0.0,1.0,0.8965771458662454,inf,28485,0
race,Caucasian,,0.0,1.0,0.8929528781038375,inf,28352,1
race,Caucasian,,0.0,1.0,0.8931154945481492,inf,28339,2
race,Caucasian,,0.0,1.0,0.8959220294852398,inf,28421,3
race,Caucasian,,0.0,1.0,0.8917913067902535,inf,28482,4
race,Other,,0.0,1.0,0.9698162729658792,inf,762,0
race,Other,,0.0,1.0,0.976063829787234,inf,752,1
race,Other,,0.0,1.0,0.9782330345710627,inf,781,2
race,Other,,0.0,1.0,0.977639751552795,inf,805,3
race,Other,,0.0,1.0,0.9797297297297297,inf,740,4
sex,female,,0.0,1.0,0.913303300542429,inf,10877,0
sex,female,,0.0,1.0,0.9081964169683467,inf,10773,1
sex,female,,0.0,1.0,0.9035977859778598,inf,10840,2
sex,female,,0.0,1.0,0.9116875819441843,inf,10678,3
sex,female,,0.0,1.0,0.910578879230627,inf,10814,4
sex,male,,0.0,1.0,0.8986771511651718,inf,24417,0
sex,male,,0.0,1.0,0.8974306688417618,inf,24520,1
sex,male,,0.0,1.0,0.8995215311004785,inf,24453,2
sex,male,,0.0,1.0,0.9001421897217144,inf,24615,3
sex,male,,0.0,1.0,0.8930920380734507,inf,24479,4
