Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,5.349056603773585,0
race,African-American,1,6.026315789473684,0
race,Hispanic,1,3.0,0
race,Hispanic,0,4.0,0
race,Caucasian,0,3.9452054794520546,0
race,Caucasian,1,5.215686274509804,0
race,Other,1,4.777777777777778,0
race,Other,0,4.142857142857143,0
sex,male,0,4.677777777777778,0
sex,male,1,5.672839506172839,0
sex,female,0,4.59375,0
sex,female,1,5.411764705882353,0
race,Other,0,4.444444444444445,1
race,Other,1,5.4,1
race,Caucasian,1,5.0,1
race,Caucasian,0,3.552941176470588,1
race,African-American,1,6.509803921568627,1
race,African-American,0,5.181818181818182,1
race,Hispanic,1,4.1,1
race,Hispanic,0,4.470588235294118,1
sex,male,0,4.474489795918367,1
sex,male,1,5.9020979020979025,1
sex,female,1,6.125,1
sex,female,0,4.666666666666667,1
race,African-American,1,6.383928571428571,2
race,African-American,0,5.1454545454545455,2
race,Other,1,3.6,2
race,Other,0,4.0,2
race,Caucasian,1,4.842105263157895,2
race,Caucasian,0,3.864864864864865,2
race,Hispanic,0,4.111111111111111,2
race,Hispanic,1,4.9,2
sex,male,1,5.633136094674557,2
sex,male,0,4.652941176470589,2
sex,female,1,6.2,2
sex,female,0,4.1875,2
race,African-American,1,6.939655172413793,3
race,African-American,0,5.5,3
race,Caucasian,1,5.0754716981132075,3
race,Caucasian,0,4.0,3
race,Hispanic,0,3.6666666666666665,3
race,Hispanic,1,5.375,3
race,Other,0,3.375,3
race,Other,1,4.0,3
sex,male,1,6.219653179190751,3
sex,male,0,4.902857142857143,3
sex,female,0,3.7241379310344827,3
sex,female,1,5.785714285714286,3
race,Caucasian,1,4.857142857142857,4
race,Caucasian,0,3.3333333333333335,4
race,African-American,1,6.7368421052631575,4
race,African-American,0,5.380165289256198,4
race,Hispanic,1,4.7,4
race,Hispanic,0,4.666666666666667,4
race,Other,1,5.333333333333333,4
race,Other,0,3.3684210526315788,4
sex,male,1,6.176470588235294,4
sex,male,0,4.774725274725275,4
sex,female,1,5.545454545454546,4
sex,female,0,3.6363636363636362,4
