Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5844117647058823,0
race,Hispanic,0.5079365079365079,0
race,Caucasian,0.6201923076923077,0
race,Other,0.6447368421052632,0
sex,male,0.5911835748792271,0
sex,female,0.7248803827751196,0
race,Other,0.5151515151515151,1
race,Caucasian,0.6185983827493261,1
race,African-American,0.6352334037063101,1
race,Hispanic,0.6304347826086957,1
sex,male,0.6325013276686139,1
sex,female,0.6539682539682539,1
race,African-American,0.6969409400468907,2
race,Other,0.7333333333333334,2
race,Caucasian,0.7537735849056606,2
race,Hispanic,0.7179487179487178,2
sex,male,0.7069137325614501,2
sex,female,0.7826086956521738,2
race,African-American,0.6521024594809022,3
race,Caucasian,0.7194012883668056,3
race,Hispanic,0.7179487179487178,3
race,Other,0.6527777777777778,3
sex,male,0.6665846566763588,3
sex,female,0.8461538461538461,3
race,Caucasian,0.7778481012658228,4
race,African-American,0.6146589259796807,4
race,Hispanic,0.9259259259259259,4
race,Other,0.7565217391304349,4
sex,male,0.681453316434305,4
sex,female,0.6577380952380952,4
